5	1
5	1
4	1
3	1
4	2
4	2
5	3
3	3
5	3
3	3
4	3
4	4
3	4
4	4
4	5
4	5
2	5
3	5
4	5
5	5
4	5
5	6
5	7
3	7
5	8
4	8
5	8
5	8
3	8
3	9
4	9
5	9
3	10
5	10
4	10
4	10
4	10
4	11
5	12
4	12
5	12
4	12
5	12
4	12
4	12
4	13
5	13
3	13
4	14
4	14
3	14
3	14
3	14
5	15
4	15
4	15
4	16
4	17
4	17
2	18
4	18
4	18
5	19
4	19
4	19
2	19
5	19
4	19
5	19
4	20
4	20
5	21
4	21
3	21
3	22
4	22
4	22
4	22
4	23
4	23
5	23
3	23
4	23
4	24
4	24
5	24
5	24
5	24
5	24
3	24
4	25
4	25
4	26
5	26
5	26
4	26
4	27
4	27
3	27
3	27
4	27
3	28
4	28
5	28
4	28
3	28
5	28
5	29
4	29
4	29
2	29
4	29
3	30
4	30
5	30
3	31
5	31
3	31
5	32
4	32
3	32
5	32
4	32
4	33
3	33
3	33
4	33
5	33
2	33
4	33
4	33
4	34
4	34
3	34
3	35
3	35
4	36
2	36
4	36
4	36
4	36
4	36
2	36
4	37
3	37
4	37
3	38
4	38
4	38
4	38
5	38
2	39
3	39
3	39
3	39
4	39
5	40
5	41
5	41
5	42
4	42
5	43
5	44
4	44
4	44
4	44
3	44
3	45
2	45
4	45
3	46
3	46
4	46
4	47
3	47
4	47
4	48
4	48
5	48
5	48
4	49
3	49
4	49
5	49
3	49
4	49
5	50
4	50
2	50
4	50
3	50
2	50
4	51
3	51
4	52
5	52
3	52
3	52
4	53
4	53
4	53
2	54
5	54
4	54
4	54
3	54
5	55
3	55
4	55
4	55
5	55
4	55
4	55
5	56
4	56
5	56
5	56
4	56
3	56
3	56
4	57
5	57
3	57
5	58
2	58
4	58
4	59
4	59
5	59
5	59
4	59
4	60
5	60
3	60
3	60
3	61
4	61
4	61
4	62
4	62
3	62
4	62
5	62
4	63
4	63
4	63
3	64
5	64
5	64
4	64
4	64
2	65
4	65
5	65
4	65
4	65
4	65
3	66
5	66
5	66
4	66
3	67
4	67
4	67
3	67
4	68
4	68
3	68
5	68
4	69
4	69
3	69
5	69
5	70
5	70
4	70
4	70
4	71
4	71
3	71
3	71
4	71
2	72
5	72
4	72
4	73
4	73
5	74
5	75
4	75
5	75
4	75
5	75
3	75
4	76
5	76
5	76
5	76
4	76
3	77
5	77
4	78
2	79
4	79
3	79
4	80
3	80
5	80
4	80
5	80
5	80
3	80
4	80
3	81
4	81
5	81
5	81
5	82
4	82
5	82
5	83
3	84
3	84
4	84
4	84
4	84
3	84
4	85
5	85
4	85
4	85
5	85
2	86
3	86
4	86
4	86
4	86
4	86
3	87
5	87
5	87
5	88
5	88
4	89
4	89
4	89
4	90
4	90
4	90
2	90
3	91
5	91
5	91
5	91
5	92
4	92
4	92
5	92
4	92
4	92
5	92
2	93
5	93
4	93
5	93
4	93
4	94
5	94
2	95
4	95
3	96
3	96
4	96
4	97
3	97
5	97
5	97
4	97
4	98
5	98
5	99
5	99
5	99
4	100
5	100
3	101
4	101
4	101
5	102
5	102
4	102
3	102
3	103
4	103
4	103
3	103
4	104
5	105
4	105
4	105
4	105
5	105
3	106
5	107
3	107
4	107
5	108
4	108
4	108
2	108
5	108
4	108
4	108
4	109
4	109
4	109
4	109
5	109
5	110
2	110
3	111
3	111
5	111
3	111
2	111
3	111
3	112
5	112
3	112
4	113
3	113
4	113
3	113
2	114
5	114
4	115
4	115
4	115
4	115
5	116
4	116
3	116
4	117
3	117
3	117
5	117
5	119
4	119
5	119
5	119
4	119
4	119
4	120
5	120
5	120
4	120
3	120
4	120
5	121
4	121
5	122
4	122
4	122
5	123
2	123
4	123
3	123
4	123
4	124
4	124
5	124
3	124
4	124
4	125
4	125
5	126
5	126
5	126
4	127
3	127
4	127
4	127
5	127
4	127
